Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
49.247.213.246-192.168.21.98-21706-80-6,49.247.213.246,21706,192.168.21.98,80,6,15/12/2022 07:54:39 上午,1040,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2884.6153846153848,520.0,735.3910524340095,1040.0,0.0,1040.0,520.0,735.3910524340095,1040.0,0.0,0,0,0,0,0,0,0,0,0,108,0,2884.6153846153848,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,229,0,0,32,0,0,0,0,0,0,0,0,No Label
192.168.22.35-49.247.213.246-80-48305-6,192.168.22.35,80,49.247.213.246,48305,6,15/12/2022 07:54:39 上午,187376,1,2,110.0,0.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,587.0549056442661,16.01058833575271,93688.0,128109.36397469156,184275.0,3101.0,0,0,0,0,0,3101.0,3101.0,0.0,3101.0,3101.0,1,0,0,0,32,64,5.336862778584237,10.673725557168474,0.0,110.0,55.00000000000001,63.50852961085884,4033.3333333333335,1,0,0,1,3,0,0,0,2.0,73.33333333333333,110.0,0.0,0,0,0,0,0,0,0,36,0,0,235,253,0,32,0,0,0,0,0,0,0,0,No Label
192.168.99.143-49.247.213.246-80-10612-6,192.168.99.143,80,49.247.213.246,10612,6,15/12/2022 07:54:39 上午,186137,1,2,128.0,0.0,128.0,128.0,128.0,0.0,0.0,0.0,0.0,0.0,687.6655366745999,16.117161015810936,93068.5,129008.09669357966,184291.0,1846.0,0,0,0,0,0,1846.0,1846.0,0.0,1846.0,1846.0,1,0,0,0,32,64,5.372387005270312,10.744774010540624,0.0,128.0,64.0,73.9008344562721,5461.333333333333,1,0,0,1,3,0,0,0,2.0,85.33333333333333,128.0,0.0,0,0,0,0,0,0,0,42,0,0,122,237,0,32,0,0,0,0,0,0,0,0,No Label
49.247.213.246-192.168.22.94-37145-80-6,49.247.213.246,37145,192.168.22.94,80,6,15/12/2022 07:54:39 上午,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,3000000.0,0.5,0.7071067811865476,1.0,0.0,1.0,0.5,0.7071067811865476,1.0,0.0,0,0,0,0,0,0,0,0,0,108,0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,229,0,0,32,0,0,0,0,0,0,0,0,No Label
49.247.213.246-192.168.21.98-21940-80-6,49.247.213.246,21940,192.168.21.98,80,6,15/12/2022 07:54:39 上午,398730,8,25,289.0,32500.0,289.0,0.0,36.125,102.17692988145613,1444.0,0.0,1299.9999999999998,403.3940381314528,82233.59165349987,82.76277180046648,12460.312499999995,42024.62678572933,171135.0,0.0,395367.0,56481.0,89795.45220852409,200826.0,0.0,396877.0,16536.541666666664,51889.69920897777,194324.0,1.0,0,0,0,0,264,808,20.06370225465854,62.699069545807944,0.0,1444.0,964.3823529411766,665.5558176034607,442964.546345811,1,2,0,3,32,0,0,0,3.0,993.6060606060606,36.125,1300.0,0,0,0,0,24,160389,0,8,0,984,29200,235,1,32,0,0,0,0,1.6710620797958298E15,106202.97680456188,1.671062079889339E15,1.671062079513773E15,No Label
192.168.21.72-49.247.213.246-80-43144-6,192.168.21.72,80,49.247.213.246,43144,6,15/12/2022 07:54:39 上午,396671,24,0,32507.0,0.0,1444.0,0.0,1354.4583333333335,305.7660343360969,0,0,0,0,81949.52492115632,60.503540717622414,17246.5652173913,57394.41558424405,222006.0,0.0,396671.0,17246.5652173913,57394.41558424405,222006.0,0.0,0,0,0,0,0,0,0,0,0,776,0,60.503540717622414,0.0,0.0,1444.0,1300.28,403.70735275279134,162979.62666666668,1,1,0,1,24,0,0,0,0.0,1354.4583333333333,1354.4583333333333,0.0,0,0,0,0,23,186110,1,1354,0,0,28960,0,23,32,0,0,0,0,1.6710620797980242E15,110880.59093356828,1.671062079892136E15,1.671062079495472E15,No Label
49.247.213.246-192.168.21.98-21940-80-6,49.247.213.246,21940,192.168.21.98,80,6,15/12/2022 07:54:40 上午,2920,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2054.7945205479455,584.0,854.424660224645,1888.0,0.0,2920.0,584.0,854.424660224645,1888.0,0.0,0,0,0,0,0,0,0,0,0,192,0,2054.7945205479455,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,6,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,494,0,0,32,0,0,0,0,1.6710620800602508E15,594.671618066083,1.671062080060595E15,1.671062080059564E15,No Label
49.247.213.246-192.168.22.35-47074-4500-6,49.247.213.246,47074,192.168.22.35,4500,6,15/12/2022 07:54:40 上午,228902,3,4,1078.0,543.0,1078.0,0.0,359.3333333333333,622.3835901864165,543.0,0.0,135.75,271.5,7081.633188001852,30.580772557688444,38150.333333333336,83810.64004448759,209020.0,0.0,222784.0,111392.0,140783.54592067923,210941.0,11843.0,226981.0,75660.33333333334,127596.54065190534,222978.0,0.0,0,0,0,0,104,136,13.106045381866476,17.474727175821968,0.0,1078.0,202.625,401.5110521517434,161211.125,1,2,0,2,6,0,0,0,1.0,231.57142857142858,359.3333333333333,135.75,0,0,0,0,0,0,0,154,0,77,29200,244,1,32,0,0,0,0,1.6710620805862438E15,101546.99292897189,1.671062080647374E15,1.671062080434351E15,No Label
49.247.213.246-192.168.22.35-47074-4500-6,49.247.213.246,47074,192.168.22.35,4500,6,15/12/2022 07:54:40 上午,3103,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,644.5375443119563,3103.0,0.0,3103.0,3103.0,3103.0,3103.0,0.0,3103.0,3103.0,0,0,0,0,0,0,0,0,0,64,0,644.5375443119563,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,237,0,0,32,0,0,0,0,0,0,0,0,No Label
192.168.21.85-49.247.213.246-443-53052-6,192.168.21.85,443,49.247.213.246,53052,6,15/12/2022 07:54:40 上午,937659,16,13,6941.0,729.0,1456.0,0.0,433.81249999999994,627.8893977710829,323.0,0.0,56.07692307692307,100.40539621824908,8179.9460144892755,30.928087929620467,33487.82142857142,71001.41688521202,202527.0,0.0,937659.0,62510.600000000006,88383.56586638233,202629.0,0.0,21981.0,1831.75,2448.96795053085,5887.0,0.0,0,0,0,0,328,268,17.063772650825086,13.864315278795383,0.0,1456.0,255.66666666666666,495.69389423474763,245712.43678160917,1,2,0,24,28,0,0,0,0.0,264.48275862068965,433.8125,56.07692307692308,0,0,0,0,27,10173,0,239,0,25,65535,63747,15,20,0,0,0,0,1.6710620806416342E15,228018.49781277403,1.671062080782612E15,1.671062080047735E15,No Label
